job_id,title,company,requirements,preferred,division,category,filtered_division,requirements_preferred
754,상시 인재pool 등록(생산(포장)),환인제약,"고졸이상, 경력 10년 이하",인근거주자,생산(포장),"해외영업, 품질보증, 생산관리, 공시, 설비관리, 신사업기획, 회계, 사업기획, 총무, Oracle, 면접·채용, 전략기획, 대기환경, 급여관리, 수질환경, 인사기획, 자재구매, R&D, 영업관리, 제약연구, SPRING",,"고졸이상, 경력 10년 이하, 인근거주자"
756,일반직군 상시채용 인재풀 등록 - IT,파크시스템스㈜,학력무관,PC,IT 계약직 (6개월),"사업개발, 신사업기획, PM, 사업기획, 평가·보상, 전략기획, IT, 재무기획, 해외지사관리",,"학력무관, PC"
757,일반직군 상시채용 인재풀 등록 - 해외 지사 관리,파크시스템스㈜,"대졸이상, 영어, 커뮤니케이션, 해외출장",일본어,해외 지사 관리,"사업개발, 신사업기획, PM, 사업기획, 평가·보상, 전략기획, IT, 재무기획, 해외지사관리",,"대졸이상, 영어, 커뮤니케이션, 해외출장, 일본어"
758,일반직군 상시채용 인재풀 등록,파크시스템스㈜,"대졸이상, 경력 3년 이상","영어, 일본어, 중국어",Product PM,"사업개발, 신사업기획, PM, 사업기획, 평가·보상, 전략기획, IT, 재무기획, 해외지사관리",,"대졸이상, 경력 3년 이상, 영어, 일본어, 중국어"
768,(주)하이스틸  전산실 신입/경력채용,㈜하이스틸,대졸이상,"컴퓨터, 정보처리기사, 데이터베이스",전산실,철강,,"대졸이상, 컴퓨터, 정보처리기사, 데이터베이스"
770,2026 각 부문 채용 [VIP 마케팅/마케팅기획/마케팅MD/온라인MD/영업/영업관,더 프리미엄 마케팅,"대졸이상, 경력 2년 이상","영어, 컴퓨터활용능력, 장기근무, 즉시출근",VIP 마케팅,"물류, 유통, MD, 시장분석, 시장조사, 전략기획, 콘텐츠기획, 4대보험, 결산, 급여관리, 더존, 부가세신고, 전표입력, ERP운용, 계산서발행, 라이센싱, 브랜딩, 시장분석, 언론홍보, 기업홍보, 이벤트기획, 리테일MD, 매출관리, VMD, AMD, 재고관리, 창고관리, 국내영업, 거래처관리, 거래선개발관리, 거래처관리, 고객관리, 매출관리, 영업기획, 데이터분석, 영업전략, 항공사무, 예약·발권, 여행상품기획",데이터 사이언티스트,"대졸이상, 경력 2년 이상, 영어, 컴퓨터활용능력, 장기근무, 즉시출근"
784,2026년 신입/경력 모집공고,하이브비젼,"학력무관, 병역필면제자, C#, AI","Vision, 컴퓨터 공학",기술개발 / 기술영업 / 기술지원,"네트워크관리, 거래처관리, 솔루션영업, 펌웨어, 인공지능, 챗봇, 검증, 자연어처리(NLP), 영업기획, 솔루션스아키텍트, 시스템설계, 회로설계, 음성인식, 서버구축, 시스템운영, 영업전략, 기술영업, 시스템영업, 시스템운영, SI개발, 시스템분석, 거래선개발관리, 네트워크관리, 웹사이트구축영업, 매출관리, 시스템분석, 시스템설계, 하드웨어영업, 펌웨어, 데이터분석, 반도체영업, 클라우드개발자, 서버관리, 이미지프로세싱, 서버구축, 네트워크영업, 모델링, 클라우드아키텍트, 네트워크관리, 기술지원, 딥러닝","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 네트워크 엔지니어, DBA, 데이터 사이언티스트, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, AI/ML 엔지니어, 클라우드 엔지니어, QA","학력무관, 병역필면제자, C#, AI, Vision, 컴퓨터 공학"
789,[본사] Java / Python 활용 / 금융솔루션 개발자 채용 공고(경력/신입),㈜포이시스,"초대졸이상, 경력 3년 이상","정보통신공학, 컴퓨터공학, 응용소프트웨어공학",JAVA 개발자,"모바일앱개발, SM, 시스템분석, SI개발, ISP, 아키텍처, 소프트웨어개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자, 하드웨어 개발자","초대졸이상, 경력 3년 이상, 정보통신공학, 컴퓨터공학, 응용소프트웨어공학"
790,[중견기업/IT] 데이타솔루션 AI 어플리케이션 개발자 채용,㈜데이타솔루션,"대졸이상, 생성형 AI, 분석, LLM, AI, 컨테이너, Python, Java","LLM, API, AI, 클라우드, GCP, AWS, Azure, 정보처리기사, 리눅스마스터",AI 어플리케이션 개발자,"모바일앱개발, AI 개발자, 솔루션, BI, SI, 소프트웨어개발, 개발",데이터 사이언티스트,"대졸이상, 생성형 AI, 분석, LLM, AI, 컨테이너, Python, Java, API, 클라우드, GCP, AWS, Azure, 정보처리기사, 리눅스마스터"
792,디지타이드㈜ 서버/백엔드 개발자 신입 채용,디지타이드㈜,"병역필면제자, 정보처리기사, Linux, C, C++, DBMS, 시스템",,서버/백엔드 개발자,IT컨설팅,,"병역필면제자, 정보처리기사, Linux, C, C++, DBMS, 시스템"
793,문화체육관광부 홈페이지 유지보수 담당자 채용,(주)아이티뱅크,초대졸이상,,"개발/유지보수
( 1명 )",SM,,초대졸이상
794,[KSTEC] AI 기반  RPA / IDP 개발 신입사원 채용,지식시스템㈜ KSTEC,"소프트웨어, 컴퓨터 공학","Python, Java, JavaScript, AI, LLM, Vision",AI 기반 RPA / IDP 개발 (신입),"소프트웨어개발, 솔루션, BigData, DataMining, SCM",,"소프트웨어, 컴퓨터 공학, Python, Java, JavaScript, AI, LLM, Vision"
795,[가산] 소프트웨어 개발자 신입 채용 (Full-Stack),라미㈜,"초대졸이상, 커뮤니케이션, AI","ChatGPT, Claude, Copilot, AI, Git, CI, CD",풀스택 개발자,"SI, 클라이언트, SI개발, 소프트웨어개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자, 게임 개발자","초대졸이상, 커뮤니케이션, AI, ChatGPT, Claude, Copilot, Git, CI, CD"
796,[이지스] 웹개발자 채용(신입 또는 경력(5년 이하)),㈜이지스,대졸이상,커뮤니케이션,웹개발,"소프트웨어개발, 솔루션",,"대졸이상, 커뮤니케이션"
798,AI Platform & Applied AI Engineer(기획·설계 포함) 신입/경력사원 모집,㈜코쿤,"문서작성, Python, 백엔드, AI, FastAPI, API, ML, LLM, Git","데이터, Vector DB, ElasticSearch, OpenSearch, Docker, Kubernetes, CI, CD, 분석",AI Platform & Applied AI Engineer(기획·설계 포함),바이오,,"문서작성, Python, 백엔드, AI, FastAPI, API, ML, LLM, Git, 데이터, Vector DB, ElasticSearch, OpenSearch, Docker, Kubernetes, CI, CD, 분석"
799,[Full Stack Developer] MongooseAI에서 함께 성장할 동료를 구합니다,몽구스에이아이㈜,"React, 프론트엔드, API, RDBMS, 데이터, 모델링","Figma, Docker, MySQL, MSSQL, 데이터, 시스템, 네트워크, HTTP, TCP, IP",풀스택 개발자,"BigData, 소프트웨어개발",,"React, 프론트엔드, API, RDBMS, 데이터, 모델링, Figma, Docker, MySQL, MSSQL, 시스템, 네트워크, HTTP, TCP, IP"
800,2026년 신입사원 채용(IT개발),조이팩토리㈜,대졸이상,"컴퓨터활용능력, 정보처리기사, 컴퓨터, 소프트웨어",신입 프로그램 개발자 채용,"SI개발, 소프트웨어개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","대졸이상, 컴퓨터활용능력, 정보처리기사, 컴퓨터, 소프트웨어"
801,(주)바이오리서치에이아이 데이터엔지니어(신입/주니어) 채용,㈜바이오리서치에이아이,"대졸이상, 데이터, 컴퓨터공학, Python, 웹","데이터, FastAPI, Python, API, Airflow, Claude Code, Codex",데이터 엔지니어,소프트웨어개발,,"대졸이상, 데이터, 컴퓨터공학, Python, 웹, FastAPI, API, Airflow, Claude Code, Codex"
802,[신입/경력] JAVA/JSP 백엔드 웹프로그래머 정규직/프리랜서 채용,㈜에이블짐정보,"웹, Java, Oracle, 소프트웨어",정보처리기사,JAVA / JSP SI /SM개발자,소프트웨어개발,,"웹, Java, Oracle, 소프트웨어, 정보처리기사"
804,ASP.NET 신입 개발자 모집,오엠티아이코리아㈜ 영업소,"초대졸이상, React, JavaScript, 데이터",,ASP.NET 신입 개발자,"프론트, 백엔드",,"초대졸이상, React, JavaScript, 데이터"
805,주니어 웹개발자 채용,㈜더함인텔리전스,대졸이상,,주니어 웹개발자 채용,"도배·도색·벽지, 실내건축, 인테리어",,대졸이상
806,"클라우드네이티브,MSA,DevOps,아키텍쳐,SW개발,연계개발,PM",영성미디어㈜,초대졸이상,지방근무,"클라우드네이티브,MSA,DevOps,아키텍쳐,SW개발,연계개발,PM","클라우드개발자, 클라우드아키텍트",클라우드 엔지니어,"초대졸이상, 지방근무"
807,[오창] LG엔솔 IT신입 및 초급 개발자 채용,㈜포에스시스템,"장기근무, 시스템, 분석, DB",인근거주자,[오창] LG엔솔 IT신입 및 초급 개발자 채용,"SM, SI, SM, SI개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","장기근무, 시스템, 분석, DB, 인근거주자"
808,[나주 혁신도시] JAVA/JSP 백엔드 개발자 채용 (신입/경력),㈜타이드플로,"학력무관, 경력 1년 이상","커뮤니케이션, 컴퓨터공학, 전자, Oracle, Git, 정보처리산업기사","JAVA, JSP 개발","웹프로덕션, 웹에이전시",,"학력무관, 경력 1년 이상, 커뮤니케이션, 컴퓨터공학, 전자, Oracle, Git, 정보처리산업기사"
809,AI기반 서비스 개발  풀스택  크리에이터 포지션,뉴클㈜,"AI, 웹, RAG, 파인튜닝, 시스템, 전자","AI, 웹, RAG, 파인튜닝, 시스템, 전자","AI 기반 웹 서비스 및 플랫폼 기획~ 개발, 운영풀스텍 크리에이터","데이터분석, 앱기획, UI·UX기획, 콘텐츠기획, 서비스기획, 컨설팅",데이터 사이언티스트,"AI, 웹, RAG, 파인튜닝, 시스템, 전자"
810,[신입/경력] 웹 개발자 reactJS 개발자 채용,㈜데이터유니버스,"데이터베이스, SEO","커뮤니케이션, AI",웹 개발자,"모바일앱개발, BigData, 웹 개발자, 솔루션, 데이터베이스 쿼리, reactjs, 소프트웨어개발",,"데이터베이스, SEO, 커뮤니케이션, AI"
813,[악센트프로] 인사/안전 웹 솔루션 개발 및 유지보수,㈜악센트프로,"학력무관, 경력 3년 이상","Spring Boot, DB, 분석",인사/안전 웹 솔루션 개발 및 유지보수,"모바일앱개발, 소프트웨어개발, 솔루션",,"학력무관, 경력 3년 이상, Spring Boot, DB, 분석"
816,서버(Linux) / 웹 어플리케이션 개발자 채용,㈜한네트,"초대졸이상, 경력 1년 이상, 경력 15년 이하","컴퓨터공학, Unix, C, C++, Go, DB, SQL",서버Linux 개발 및 웹 어플리케이션 개발자,,,"초대졸이상, 경력 1년 이상, 경력 15년 이하, 컴퓨터공학, Unix, C, C++, Go, DB, SQL"
817,[경남 사천] 유지보수(SM) 신입 개발자 채용,망고시스템즈,고졸이상,인근거주자,"웹개발자
( ○명 )","SM, SI, 소프트웨어개발, WAS",,"고졸이상, 인근거주자"
818,[스코인포] 전주 JAVA/JSP  웹개발자(신입/경력) 채용,skoinfo,"학력무관, 경력 2년 이상",컴퓨터공학,JAVA/JSP 웹프로그래밍,"모바일앱개발, 솔루션, 소프트웨어개발",,"학력무관, 경력 2년 이상, 컴퓨터공학"
820,[4년이상] vue.js 개발/운영,넥스에스아이㈜,"대졸이상, 경력 4년 이상",제조,NEXSI vue.js개발,"SM, SI",,"대졸이상, 경력 4년 이상, 제조"
821,모바일앱 및 웹서비스 개발자 정규직 채용,한선에스티㈜,초대졸이상,"인근거주자, 장기근무",모바일앱 및 웹서비스 개발,,,"초대졸이상, 인근거주자, 장기근무"
823,AI 솔루션 개발 및 고도화 인력 채용,서브소프트,학력무관,정보처리기사,웹 프로그래머,"모바일앱개발, 솔루션, SI, 소프트웨어개발",,"학력무관, 정보처리기사"
825,웹프로그램 개발자 모집 (신입/경력),㈜이노마인드,초대졸이상,"정보처리기사, 정보통신학, 컴퓨터공학, 통계",웹 서비스 자바 / 웹개발 (O명),"SM, SI, 소프트웨어개발",,"초대졸이상, 정보처리기사, 정보통신학, 컴퓨터공학, 통계"
828,(주)포레스코 - IT팀 신입사원 채용,㈜포레스코,대졸이상,"정보처리기사, 정보보안기사, Java, JavaScript, Windows, 서버, Linux, OS, SAP, ERP",IT팀 신입사원 채용,목재,,"대졸이상, 정보처리기사, 정보보안기사, Java, JavaScript, Windows, 서버, Linux, OS, SAP, ERP"
829,기계공학 S/W 개발 인재 채용 공고,㈜아톰소프트,대졸이상,"건축, 기계, 컴퓨터",기계공학SW개발 ( 2명 ),"R&D, 클라이언트","백엔드 개발자, 소프트웨어 개발자, 게임 개발자","대졸이상, 건축, 기계, 컴퓨터"
830,프로젝트 팀원(사무직) 채용,기가찬㈜,초대졸이상,"컴퓨터활용능력, 인근거주자, 장기근무, 지방근무",사무직,"문서관리, 문서작성, 소프트웨어개발",,"초대졸이상, 컴퓨터활용능력, 인근거주자, 장기근무, 지방근무"
831,[금융권/정규직] JAVA 개발자 신입 및 경력직 모집합니다.,넥시큐어 시스템 테크놀로지㈜,초대졸이상,"컴퓨터활용능력, 정보처리기사, 정보처리산업기사",C# Java 개발,"소프트웨어개발, 솔루션, 정보보안, SI개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 보안 엔지니어, 소프트웨어 개발자","초대졸이상, 컴퓨터활용능력, 정보처리기사, 정보처리산업기사"
834,국립암센터에서 근무할 신입/경력 소프트웨어 개발자,바자울정보기술㈜,"대졸이상, 경력 3년 이상","컴퓨터활용능력, 인근거주자, 정보처리기사, 정보처리산업기사, 정보처리기능사",응용프로그램 신입/경력 개발자 채용,소프트웨어개발,,"대졸이상, 경력 3년 이상, 컴퓨터활용능력, 인근거주자, 정보처리기사, 정보처리산업기사, 정보처리기능사"
836,서울대학교병원 의학연구혁신센터에서 근무할 신입/경력 소프트웨어 개발자,바자울정보기술㈜,"대졸이상, 경력 3년 이상","컴퓨터활용능력, 인근거주자, 정보처리기사, 정보처리산업기사, 정보처리기능사",응용프로그램 신입/경력 개발자 채용,소프트웨어개발,,"대졸이상, 경력 3년 이상, 컴퓨터활용능력, 인근거주자, 정보처리기사, 정보처리산업기사, 정보처리기능사"
838,AI Application / AI Engineer (신입 및 경력 3년 이상),"주식회사 넥스인테크놀로지(NexIn Technology Co.,Ltd","경력 3년 이상, 커뮤니케이션, CS, 자료구조, 알고리즘, AI, Python, 데이터","문서작성, FastAPI, Spring Boot, React, 웹, 프론트엔드, 데이터, 서버, Docker, AI, LLM, Git",AI Application/Engineer,"BPR, SI, ISP, 소프트웨어개발",,"경력 3년 이상, 커뮤니케이션, CS, 자료구조, 알고리즘, AI, Python, 데이터, 문서작성, FastAPI, Spring Boot, React, 웹, 프론트엔드, 서버, Docker, LLM, Git"
840,사업수행팀 및 기업부설구소 개발자 추가 채용(신입/경력 4년이하),코어디아이티㈜,초대졸이상,"문서작성, 컴퓨터활용능력, 해외근무, 장기근무, 지방근무, 고용촉진지원금 대상자, 정보처리기사, 정보처리산업기사","프로그래머 파이썬 or Java
( ○명 )","BigData, SM, SI, DataMining, 소프트웨어개발",,"초대졸이상, 문서작성, 컴퓨터활용능력, 해외근무, 장기근무, 지방근무, 고용촉진지원금 대상자, 정보처리기사, 정보처리산업기사"
842,[IT개발본부] ERP 개발자 채용,아이티컨버젼,"초대졸이상, Java, Spring Boot, 웹, ORM, DB, PostgreSQL, 자료구조","ERP, Git, PostgreSQL, Oracle, DB, Linux 서버",웹개발자( ○○명 ),"소프트웨어개발, ERP, SI",,"초대졸이상, Java, Spring Boot, 웹, ORM, DB, PostgreSQL, 자료구조, ERP, Git, Oracle, Linux 서버"
844,JAVA/JSP 개발자를 모집합니다.,㈜타이드플로,"학력무관, 경력 1년 이상","커뮤니케이션, 컴퓨터공학, 전자, Oracle, Git, 정보처리산업기사","JAVA, JSP 개발","웹프로덕션, 웹에이전시",,"학력무관, 경력 1년 이상, 커뮤니케이션, 컴퓨터공학, 전자, Oracle, Git, 정보처리산업기사"
845,주식회사 브로넥스 각 부분 신입 및 경력직 모집 (개발자 채용공고),㈜브로넥스,"Java, 웹, 물류, 빅데이터, Spring, Spring Boot, API, MySQL, MariaDB, JavaScript, JSON","커뮤니케이션, ERP, MES, 시스템, 정보처리기사",개발자,"소프트웨어개발, 솔루션, ERP, SCM, SI",,"Java, 웹, 물류, 빅데이터, Spring, Spring Boot, API, MySQL, MariaDB, JavaScript, JSON, 커뮤니케이션, ERP, MES, 시스템, 정보처리기사"
847,React기반 풀스택 개발자 신입 모집,㈜샌드박스,"대졸이상, 컴퓨터, 소프트웨어, AI, React, JavaScript, CSS, Java, Spring, MariaDB, Oracle, Git, 웹, Linux, 시스템","컴퓨터공학, 소프트웨어, Next.js, Figma, 오픈소스, 시스템",React기반 풀스택 신입 모집( 1명 ),"서버구축, 소프트웨어개발","시스템 엔지니어, 네트워크 엔지니어","대졸이상, 컴퓨터, 소프트웨어, AI, React, JavaScript, CSS, Java, Spring, MariaDB, Oracle, Git, 웹, Linux, 시스템, 컴퓨터공학, Next.js, Figma, 오픈소스"
848,[신입/경력] 웹 개발자 모집,㈜써스포,대졸이상,"Spring, 전자, 컴퓨터공학",웹 개발자,"웹프로덕션, 웹에이전시",,"대졸이상, Spring, 전자, 컴퓨터공학"
870,AI Engineer / AI Researcher 모집,㈜나우리,"석사이상, 인공지능, 컴퓨터공학","LLM, Transformer, Physical AI, ROS2, 물리, 로봇, 하드웨어, AI, 분석, NLP, 데이터, 논문, 연구","AI Engineer / AI Researcher 모집
LLM R&D ( 0명 )
Physical AI R&D ( 0명 )
Medical AI R&D ( 0명 )","모바일앱개발, 솔루션, asp, SI개발, 소프트웨어개발, WAS","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","석사이상, 인공지능, 컴퓨터공학, LLM, Transformer, Physical AI, ROS2, 물리, 로봇, 하드웨어, AI, 분석, NLP, 데이터, 논문, 연구"
872,"3D 그래픽스 개발자 채용건(DirectX, OpenGL, WebGL)",자이로소프트㈜,"대졸이상, C#, TypeScript","API, C#, C++, TypeScript",3D 그래픽스 개발자,"모바일앱개발, 솔루션, 메타버스, SI개발, 개발자, 증강현실, 가상현실, 소프트웨어개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자, 게임 개발자","대졸이상, C#, TypeScript, API, C++"
874,2026년 S/W 개발자 모집,한울주식회사,"대졸이상, 경력 3년 이상","컴퓨터, 시스템공학, 정보처리기사, Java, Spring, 웹, 모바일, RDBMS, MySQL, Oracle, 시스템, Git",개발직,펌웨어개발,,"대졸이상, 경력 3년 이상, 컴퓨터, 시스템공학, 정보처리기사, Java, Spring, 웹, 모바일, RDBMS, MySQL, Oracle, 시스템, Git"
875,자동화 프로세스 신입 개발자 정규직 채용,웹라이트(WEBLIGHT C,대졸이상,"컴퓨터, 시스템공학, 정보처리기사",자동화 프로세스 신입 개발자,"SI, 소프트웨어개발",,"대졸이상, 컴퓨터, 시스템공학, 정보처리기사"
876,"전시디자인, AI 코딩 개발자 / 바이브 코딩 · AI 인터랙션 개발",갤러리미호,AI,"Claude Code, Cursor, AI, API, 바이브코딩, 백엔드, React, Next.js",AI 코딩 개발자/ 바이브코딩,"시각디자인, 전시기획, 전시디자인, UI·UX기획",,"AI, Claude Code, Cursor, API, 바이브코딩, 백엔드, React, Next.js"
877,(주)온더아이티 JAVA웹 개발자 모집,㈜온더아이티,"대졸이상, Java, Spring","컴퓨터, 시스템공학, 정보처리기사","· JAVA 웹개발
- 프로젝트 기반의 개발 또는 유지보수",KMS,,"대졸이상, Java, Spring, 컴퓨터, 시스템공학, 정보처리기사"
878,웹 개발자 모집합니다.,써드맨,학력무관,,Java 웹 개발자 ( ○명 ),,,학력무관
880,(주)쿠바 SW 개발자 채용,㈜쿠바,학력무관,,"Web 개발 (Java,JSP, React, Vue.js 등)",소프트웨어개발,,학력무관
882,App / Web 프로그램 기획직 모집,㈜메이커플랫폼,"문서작성, 분석, Word, 엑셀, PowerPoint","전산, 시스템",앱 / 웹 프로그램 기획직 ( 3 명 ),"모바일앱개발, 솔루션, PL, PM, 앱기획, UI·UX기획, 콘텐츠기획, PO, 서비스기획",,"문서작성, 분석, Word, 엑셀, PowerPoint, 전산, 시스템"
883,"주니어 웹 개발자 모집 (신입 - 2년차, Spring Framework)",㈜지앤티솔루션,경력 2년 이하,"웹 서비스, 포트폴리오, Linux, Docker, 웹, 서버, WAS, DB, 전자, GIS, 정보처리기사, SQL, AI, Claude, ChatGPT",소프트웨어 웹 개발자,"모바일앱개발, SM, 솔루션, SI, SI개발, 소프트웨어개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","경력 2년 이하, 웹 서비스, 포트폴리오, Linux, Docker, 웹, 서버, WAS, DB, 전자, GIS, 정보처리기사, SQL, AI, Claude, ChatGPT"
884,"[KIMIES] ALM/PLM(Polarion, Teamcenter) 기술 엔지니어 채용",㈜키미이에스,"초대졸이상, 경력 5년 이하","정보처리기사, SW",PLM / ALM 엔지니어,"솔루션, SI개발, 서버관리, 소프트웨어개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","초대졸이상, 경력 5년 이하, 정보처리기사, SW"
885,[Ultron WASM] AI 프롬프트 엔지니어 인턴 채용,리얼라이즈알엑스㈜,대졸이상,"Gemini, ChatGPT, AI, 포트폴리오",전략기획팀,"모바일앱개발, BigData, 솔루션, DataMining, 소프트웨어개발",,"대졸이상, Gemini, ChatGPT, AI, 포트폴리오"
886,성장률 200프로 진행중인 회사의 개발자모집(JAVA/React/Vue/and&ios),㈜플러스하이,학력무관,,성장률 200프로 진행중-개발자,"솔루션, SI, 프로시져, 소프트웨어개발",,학력무관
887,일본 도쿄 / 소프트웨어 개발자 모집(신입),㈜미노시스,"초대졸이상, 경력 1년 이상, 일본어","Python, React, 컴퓨터, 정보처리기사, 정보처리산업기사, 전산학, 컴퓨터공학, 응용소프트웨어공학, 통신공학",소프트웨어 개발자( 10명 ),소프트웨어개발,,"초대졸이상, 경력 1년 이상, 일본어, Python, React, 컴퓨터, 정보처리기사, 정보처리산업기사, 전산학, 컴퓨터공학, 응용소프트웨어공학, 통신공학"
888,"(주)스패셜티 개발자(신입/경력), 기획(연구소) 분야 채용",㈜스패셜티,초대졸이상,"정보처리기사, 정보시스템, GIS",SW 개발자 (신입),,,"초대졸이상, 정보처리기사, 정보시스템, GIS"
891,병원 정보운영부 개발자 모집,동춘의료재단문경제일병원,학력무관,정보처리기사,JAVA 개발 등,"SI개발, 종합병원","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자","학력무관, 정보처리기사"
893,"[정규직] 신입 웹프로그래머(jsp,php)를 모십니다.",㈜디지털바인즈,초대졸이상,컴퓨터활용능력,웹 개발자 (정규직 0명),"모바일앱개발, 소프트웨어개발, BigData, SI, SM",,"초대졸이상, 컴퓨터활용능력"
896,스톤비에서 Web/APP엔지니어를 모집합니다.(동경근무),㈜스톤비,"초대졸이상, 일본어","Java, React, Vue",Web/APP 설계 개발,"모바일앱개발, 솔루션, BI, SI",데이터 사이언티스트,"초대졸이상, 일본어, Java, React, Vue"
897,한국해양개발(주) 경영기획부 개발팀 정규직 직원 모집,한국해양개발㈜,"대졸이상, 정보처리기사, 컴퓨터공학","영어, 문서작성, C#, WPF, Winform, C++, MFC, 전자, GIS, Oracle, SQL, DB, 웹",한국해양개발(주) 경영기획부 개발팀 정규직 직원 모집,"판매, 시스템분석, 시스템설계, 아키텍처, SI개발","백엔드 개발자, 앱 개발자, 시스템 엔지니어, 소프트웨어 개발자, 하드웨어 개발자","대졸이상, 정보처리기사, 컴퓨터공학, 영어, 문서작성, C#, WPF, Winform, C++, MFC, 전자, GIS, Oracle, SQL, DB, 웹"
898,AI 연구개발 엔지니어 (전문연구요원-병역특례)채용,㈜에이아이매틱스,"석사이상, 해외출장, 전문연구요원, AI, 딥러닝, 연구","연구, AI, RAG, 시스템, 논문, 컴퓨터공학, 인공지능, 전자공학, 수학, 통계학",AI 연구개발 엔지니어,"인공지능, 자연어처리(NLP), 전자, 음성인식, 전기회로, 이미지프로세싱, 모델링, 전기, 딥러닝","앱 개발자, DBA, 게임 개발자, AI/ML 엔지니어","석사이상, 해외출장, 전문연구요원, AI, 딥러닝, 연구, RAG, 시스템, 논문, 컴퓨터공학, 인공지능, 전자공학, 수학, 통계학"
899,(주)제노드에서 (신입 및 경력) 웹프로그래머(PHP)를 모집합니다.,㈜제노드,"학력무관, 경력 2년 이상","웹, 정보처리기사, HTML, Java, Python, Linux, AWS, AI, 생성형 AI, API, Claude",웹프로그래머(PHP),"모바일앱개발, 소프트웨어개발, 솔루션",,"학력무관, 경력 2년 이상, 웹, 정보처리기사, HTML, Java, Python, Linux, AWS, AI, 생성형 AI, API, Claude"
900,2026년 상반기 소프트웨어 개발 정규직 채용,엔터시스㈜,대졸이상,웹,솔루션,"솔루션, SI, 소프트웨어개발",,"대졸이상, 웹"
901,[R&D] AI 영상처리(S/W) 개발 담당자 모집,㈜이터널,"C, C++, Python, OpenCV","석사이상, MFC, Linux, 딥러닝, TensorFlow, PyTorch, LLM, ChatGPT, Claude, Gemini, AI, 에이전트, Claude Code, Cursor",[기술연구소] AI·영상처리(S/W) 개발 담당자 모집,"정보보안, 딥러닝","보안 엔지니어, 소프트웨어 개발자, AI/ML 엔지니어","C, C++, Python, OpenCV, 석사이상, MFC, Linux, 딥러닝, TensorFlow, PyTorch, LLM, ChatGPT, Claude, Gemini, AI, 에이전트, Claude Code, Cursor"
903,㈜위즈코리아 '26년 상반기 AI-Native 소프트웨어 개발자 채용,㈜위즈코리아,"AI, GitHub, Copilot, ChatGPT, Claude, CS, 자료구조, 알고리즘, 네트워크","AI, 에이전트, CI, CD, LLM, 보안, 분석",AI-Native 소프트웨어 개발자,"통번역, 베트남, 아랍에미레이트, 네트워크보안, 보안소프트웨어, 보안ASP, 정보보안, 네트워크관리, 서버구축, 네트워크관리, 보안관제, 정보보안, 핀테크, 시스템분석, 시스템설계, 정보보안, 모델링, 딥러닝, 음성인식, 이미지프로세싱, 네트워크관리, 클라우드개발자, 웹마스터, GUI, 반응형웹, 웹표준·웹접근성, 검증, 웹마스터, 테스터","백엔드 개발자, 프론트엔드 개발자, 앱 개발자, 시스템 엔지니어, 네트워크 엔지니어, DBA, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, AI/ML 엔지니어, 클라우드 엔지니어, 웹 퍼블리셔, QA","AI, GitHub, Copilot, ChatGPT, Claude, CS, 자료구조, 알고리즘, 네트워크, 에이전트, CI, CD, LLM, 보안, 분석"
904,"[대전] 공공기관 웹개발 개발자 모집(신입, 경력)",㈜에코누리시스템,학력무관,"웹, 컴퓨터공학, 응용소프트웨어공학, 정보처리기사",공공기관 시스템 운영 및 개발 - JAVA,,,"학력무관, 웹, 컴퓨터공학, 응용소프트웨어공학, 정보처리기사"
