job_id,title,company,requirements,preferred,division,category,filtered_division,requirements_preferred
2762,[HND] IT 전략기획 신입 공개채용,㈜에이치엔디,"대졸이상, 문서작성, 통계학, 컴퓨터공학",PPT,IT 전략기획(신입)( 2명 ),IT컨설팅,,"대졸이상, 문서작성, 통계학, 컴퓨터공학, PPT"
2763,SW개발자 출신 : 세일즈맨 모집,㈜소프트파워,,SW,노코드 솔루션 SI개발 파트너사 모집 및 운영,"모바일앱개발, 솔루션영업, 솔루션, 기술영업, 시스템영업, 웹사이트구축영업, 하드웨어영업, 텔레마케팅, 전화상담, 소프트웨어개발, 회원관리, WAS",,SW
2764,SI업체 대상 세일즈 및 파트너 모집 사업직,㈜소프트파워,,SW,SI 사업체 대상 세일즈 및 파트너사업직 및 팀원,"모바일앱개발, 솔루션영업, 솔루션, 기술영업, 시스템영업, 웹사이트구축영업, 하드웨어영업, 텔레마케팅, 전화상담, 소프트웨어개발, 회원관리, WAS",,SW
2765,(신입) IT 컨설턴트 채용,㈜인스파이어파트너스,"대졸이상, 커뮤니케이션, 상경계열, MS Office, Excel, PowerPoint, Word, 시스템, AI, SW, HW, 네트워크","ERP, 통계, 분석, 리서치, Python, R, 데이터 분석, AI, 클라우드, 빅데이터, DB",IT컨설턴트 채용,IT컨설팅,,"대졸이상, 커뮤니케이션, 상경계열, MS Office, Excel, PowerPoint, Word, 시스템, AI, SW, HW, 네트워크, ERP, 통계, 분석, 리서치, Python, R, 데이터 분석, 클라우드, 빅데이터, DB"
2766,(주)아이티어바웃 신입/경력 채용,㈜아이티어바웃,대졸이상,"컴퓨터공학, 인공지능, 데이터, 통계학, 데이터베이스, AI, 분석, 정보처리기사",포지션,IT컨설팅,,"대졸이상, 컴퓨터공학, 인공지능, 데이터, 통계학, 데이터베이스, AI, 분석, 정보처리기사"
2767,Google Workspace 전문 채용(신입/경력),메가존소프트,"경력 1년 이상, 커뮤니케이션, SaaS","영어, 생성형 AI, AI",Google Workspace 변화관리 컨설턴트,"솔루션영업, 솔루션, 기술영업, 시스템영업",,"경력 1년 이상, 커뮤니케이션, SaaS, 영어, 생성형 AI, AI"
2772,㈜한국리버스컨설팅  신입/경력 채용,㈜한국리버스컨설팅,대졸이상,"컴퓨터공학, 통계학, 수학, 인공지능, 데이터베이스, AI, 분석, 데이터",공공 데이터 컨설턴트,"IT 컨설턴트, 데이터컨설턴트, 공공데이터 컨설턴트, IT컨설팅",,"대졸이상, 컴퓨터공학, 통계학, 수학, 인공지능, 데이터베이스, AI, 분석, 데이터"
2774,재택 중심 정보보호 및 개인정보 컨설턴트 신입 채용,㈜가디안시큐리티,초대졸이상,"CPPG, CISA, 정보시스템, 정보보안기사, 정보보안, 보안",재택 중심 개인_정보보호 컨설턴트 신입 채용,"보안컨설팅, 정보보안, 경영컨설팅","보안 엔지니어, 소프트웨어 개발자","초대졸이상, CPPG, CISA, 정보시스템, 정보보안기사, 정보보안, 보안"
2775,[Salesforce] 대유넥스티어 Pre-Sales 담당자 모집(신입),㈜대유넥스티어,"커뮤니케이션, PowerPoint","영어, 클라우드, AI",Presales Consultant (Solution Engineer),"솔루션영업, 영업전략, 기술영업",,"커뮤니케이션, PowerPoint, 영어, 클라우드, AI"
2776,[신입] 입찰제안 IT 기획 인재 채용,㈜테이큰소프트,대졸이상,"문서작성, 프리젠테이션, 컴퓨터활용능력, 운전가능자, 차량소지자, 컴퓨터, 시스템공학, 엑셀",입찰제안 IT 기획 인재 채용,"소프트웨어개발, 솔루션, BigData, DataMining, SI, 사업기획, 전략기획, 제안·컨설팅",,"대졸이상, 문서작성, 프리젠테이션, 컴퓨터활용능력, 운전가능자, 차량소지자, 컴퓨터, 시스템공학, 엑셀"
2777,[ 26년 (주)큐오텍  IT 보안솔루션 기술영업 채용 ],㈜큐오텍,"초대졸이상, 커뮤니케이션","방화벽, DB, 보안, 컴퓨터, 시스템공학, 공학계열",기술영업 (기술영업팀 2명),"보안컨설팅, 네트워크, IT영업, 네트워크보안, 방화벽, 보안소프트웨어, 정보보안, 국내영업, 기술영업, 솔루션영업, 시스템영업","보안 엔지니어, 소프트웨어 개발자","초대졸이상, 커뮤니케이션, 방화벽, DB, 보안, 컴퓨터, 시스템공학, 공학계열"
2778,Microsoft Dynamics 365 ERP컨설턴트 및 개발자 채용,㈜솔브노바,초대졸이상,영어,ERP 컨설턴트 및 개발자,"솔루션, ERP, 소프트웨어개발",,"초대졸이상, 영어"
2780,IT 기술 지원 (일본어 필수),타이타니컴테크 코리아(Tit,"영어, 일본어, 중국어, 커뮤니케이션, 출장가능자, 컴퓨터, 하드웨어, 서버, Linux, 네트워크, 컴퓨터공학, 소프트웨어공학","영어, 중국어, 컴퓨터공학, 소프트웨어공학",IT 기술 지원 - 일본어 ( 1명 ),IT컨설팅,,"영어, 일본어, 중국어, 커뮤니케이션, 출장가능자, 컴퓨터, 하드웨어, 서버, Linux, 네트워크, 컴퓨터공학, 소프트웨어공학"
2781,IT 기술 지원 (한국어 및 일본어 가능자),타이타니컴테크 코리아(Tit,"일본어, 커뮤니케이션, 출장가능자, 컴퓨터, 하드웨어, 서버, Linux, 네트워크, 컴퓨터공학, 소프트웨어공학","컴퓨터공학, 소프트웨어공학",IT 기술 지원 일본어+한국어,IT컨설팅,,"일본어, 커뮤니케이션, 출장가능자, 컴퓨터, 하드웨어, 서버, Linux, 네트워크, 컴퓨터공학, 소프트웨어공학"
2782,"IT 기술 지원, 한국어 필수, 또한 중국어 또는 영어를 구사할 수 있어야 함",타이타니컴테크 코리아(Tit,"영어, 중국어, 커뮤니케이션, 출장가능자, 컴퓨터, 하드웨어, 서버, Linux, 네트워크, 컴퓨터공학, 소프트웨어공학","컴퓨터공학, 소프트웨어공학",IT 기술 지원 한국어 + 중국어/영어,IT컨설팅,,"영어, 중국어, 커뮤니케이션, 출장가능자, 컴퓨터, 하드웨어, 서버, Linux, 네트워크, 컴퓨터공학, 소프트웨어공학"
2783,모의해킹(정보보안 컨설팅) 신입 채용,㈜웨일시큐리티,"대졸이상, 모의해킹, 서버, 네트워크, DBMS, 보안, 시스템","컴퓨터 공학, 정보보호, 모의해킹, 정보처리기사, 정보보안기사, CISSP, CISA, 정보보안",정보보안 컨설팅 (모의해킹),"네트워크보안, 방화벽, 보안컨설팅, 정보보안, 해킹","보안 엔지니어, 소프트웨어 개발자","대졸이상, 모의해킹, 서버, 네트워크, DBMS, 보안, 시스템, 컴퓨터 공학, 정보보호, 정보처리기사, 정보보안기사, CISSP, CISA, 정보보안"
2785,AI서비스 기획/검증,㈜보인정보기술,대졸이상,"AI, 웹, 모바일",AI 서비스 기획/검증,,,"대졸이상, AI, 웹, 모바일"
2786,[이지서티] 소프트웨어 품질관리 / 품질보증 (QA) 담당자 채용 (신입/경력),이지서티,"대졸이상, 경력 5년 이하, 커뮤니케이션, 병역필면제자",인근거주자,소프트웨어 품질관리 / 품질보증 (QA) 담당자,"BigData, 솔루션, 소프트웨어개발",,"대졸이상, 경력 5년 이하, 커뮤니케이션, 병역필면제자, 인근거주자"
2787,(주)덱스컨설팅 DT/AI 컨설턴트 채용,㈜덱스컨설팅,"대졸이상, 커뮤니케이션, 문서작성, 분석","컴퓨터공학, 정보보안, 클라우드, Azure, AWS, GCP, ERP, 시스템",DT/AI 컨설턴트,솔루션,,"대졸이상, 커뮤니케이션, 문서작성, 분석, 컴퓨터공학, 정보보안, 클라우드, Azure, AWS, GCP, ERP, 시스템"
2788,2026년 상반기 (주)아이웨이 사업기획 지원팀 신입 모집,㈜아이웨이,대졸이상,"커뮤니케이션, 문서작성, 프리젠테이션, 전산학, 컴퓨터공학, 응용소프트웨어공학, 통신공학",SI/SM 제안작업/사업관리/R&D관리 ( 2 명 ),"SM, 제안·컨설팅, SI, 문서작성, 문서관리",,"대졸이상, 커뮤니케이션, 문서작성, 프리젠테이션, 전산학, 컴퓨터공학, 응용소프트웨어공학, 통신공학"
2789,공공기관 SI 구축 프로젝트 사업관리/사업지원,㈜브이티더블유,초대졸이상,,공공기관 프로젝트 사업관리/사업지원,SI 구축 사업관리,,초대졸이상
2790,솔루션 아키텍쳐 신입 직원 채용 공고,㈜한국씨엠씨,"대졸이상, 커뮤니케이션, 문서작성, 소프트웨어","분석, SQL, 데이터",솔루션 아키텍쳐,"시공관리, 건설, 건설품질관리, 건설안전, 토목",,"대졸이상, 커뮤니케이션, 문서작성, 소프트웨어, 분석, SQL, 데이터"
2791,SAP Commerce(& PI) 컨설턴트,제이엠씨컨설팅㈜,"대졸이상, 경력 6년 이하, 영어, 병역필면제자, 컴퓨터공학, SAP","영어, 커뮤니케이션, 제조, ERP, B2B",컨설턴트(0명),"SAP, COMMERCE, CRM, ERP, SI",,"대졸이상, 경력 6년 이하, 영어, 병역필면제자, 컴퓨터공학, SAP, 커뮤니케이션, 제조, ERP, B2B"
2792,AI솔루션 기술영업,㈜보인정보기술,"대졸이상, 경력 3년 이상","분석, AI",AI 솔루션 기술영업,,,"대졸이상, 경력 3년 이상, 분석, AI"
2794,"한시큐리티(주) 부문별 채용(신입, 경력, 프리랜서)",한시큐리티㈜,"정보보호, 개인정보보호, 정보보안, ISMS-P, 보안","정보처리기사, 정보보안기사",PM(보안컨설팅),"보안컨설팅, 보안소프트웨어, 보안컨설팅, 정보보안, 해킹, ESM","보안 엔지니어, 소프트웨어 개발자","정보보호, 개인정보보호, 정보보안, ISMS-P, 보안, 정보처리기사, 정보보안기사"
2797,[효성ITX] MES 시스템 구축,효성ITX㈜,"출장가능자, MES, 물류, 분석, C#, Winform, SQL, PostgreSQL","제조, MES, ERP, SCM",MES 시스템 구축,"소프트웨어개발, 솔루션, BigData, SI, SM",,"출장가능자, MES, 물류, 분석, C#, Winform, SQL, PostgreSQL, 제조, ERP, SCM"
2798,[대기업/판교][초급-ABAP] 1. SAP SD / 2. SAP MM / 3. SAP PP,㈜코랩소프트,"경력 3년 이상, 커뮤니케이션, SAP, 물류, 분석, 시스템","시스템, ERP",1. SAP SD / 2. SAP MM / 3. SAP PP,,,"경력 3년 이상, 커뮤니케이션, SAP, 물류, 분석, 시스템, ERP"
2801,㈜에스피지 개발직 신입/경력 채용,(주)에스피지,병역필면제자,,개발직,"무역업, 상사, 전기, 전기기사, 전기제어, 전기회로, 전자, Firmware, Hardware, PCB, PLC, SMPS, 검증, 메카트로닉스, 임베디드, 자동제어, 회로설계, PCB, PLC, 메카트로닉스, 생산기술, 제어·설계, 로봇설계, 3D설계, 회로설계, 2D설계, 로봇설계, 회로설계, PCB, 제어·설계, 자동제어, 품질테스트, 회로설계, PCB, 전기·전자, 제품개발, R&D, 연구·실험·기술, 제조·공정, 검증, 품질보증, 환경관리","하드웨어 개발자, QA",병역필면제자
2804,㈜디팜스테크 각 부문 신입/경력 채용,디팜스테크,"초대졸이상, 경력 15년 이하, CAD, MS Office",MS Office,연구소,"정밀광학, 경영기획, 사업기획, 재무기획, 데이터분석, 브랜드기획, 신사업기획, 연구기획, 전략기획, PM, PL, PO, 문서관리, 문서작성, 전산입력, 서무, 자료조사, 행정, 문서관리, 문서작성, 전산입력, 인사기획, 인사교육, 인사행정, 검증, 테스터, 외자구매, 자재구매, 구매계약, 상품입출고, 외자구매, 자재구매, 재고관리, 국내영업, 거래처관리, 거래선개발관리, 거래처관리, 고객관리, 매출관리, 영업기획, 데이터분석, 영업전략, 메카트로닉스, 임베디드, 자동제어, 펌웨어, 회로설계, PCB, PLC, 금속, 메카트로닉스, 생산기술, 자동차, 제품개발, CAM, 제어·설계, 3D설계, 금형설계, 기구설계, 전기설계, CAM, 2D설계, 유지보수, 정보통신, 통신설비, 자동제어, 공정개발, 자동화라인, 품질테스트, 기계조작, 자동차, 금속·철강, 금속, 사출, 설비, 연마, 연삭, 절곡, 절단, 조립, 기계조작, 생산관리, 품질보증, ISO, 검증, 품질보증, 환경관리, ISO, 그라인딩, 도금, 코팅","시스템 엔지니어, 데이터 사이언티스트, 하드웨어 개발자, QA","초대졸이상, 경력 15년 이하, CAD, MS Office"
2835,SQA실 테스터 (신입),㈜파이오링크,"대졸이상, 네트워크, 클라우드, Kubernetes, MS Office, Word, PowerPoint, Excel","CCNA, 클라우드, Kubernetes",네트워크 장비(L2~L3 스위치) 소프트웨어 및 클라우드 환경(HCI/오픈스택/K8S/Vmware) 테스트 관련 업무,"네트워크보안, 테스터",QA,"대졸이상, 네트워크, 클라우드, Kubernetes, MS Office, Word, PowerPoint, Excel, CCNA"
2836,[스마일게이트] [D&I] 게임 접근성 테스터(장애인 채용/인턴),주식회사스마일게이트,,장애인,[D&I] 게임 접근성 테스터(장애인 채용/인턴),"시장조사, 테스터, 게임기획",QA,장애인
2837,[컴투스][서머너즈워] QA 담당자 (계약직),㈜컴투스,"학력무관, 문서작성, 해외출장, 병역필면제자, 분석",,[서머너즈워] QA 담당자 (계약직),"업데이트 및 밸런싱 테스트, 버그 리포트/개선의견 작성, 게임리뷰/분석",,"학력무관, 문서작성, 해외출장, 병역필면제자, 분석"
2839,"2026년도 ㈜유한양행 인턴, 경력, 계약직 사원 채용",㈜유한양행,"석사이상, 연구",연구,중앙연구소 | 약물대사약동팀,"건강, 바이오, 생명공학, 의약, 제약, 검증, 테스터, 메카트로닉스, 임베디드, 자동제어, 펌웨어, 회로설계, PCB, PLC, 금속, 생산기술, 제품개발, 제어·설계, 기계조작, 전기설계, 회로설계, 유지보수, 생명공학, 에너지, 제품개발, 자동제어, 공정개발, 자동화라인, 품질테스트, 생명공학, 전기·전자, 제품개발, 환경, R&D, 미생물, 연구·실험·기술, 제조·공정, 설비, 기계조작, 신소재, 생산관리, 품질보증, HACCP, ISO, 검증, 품질보증, 환경관리, HACCP, ISO, 생명공학, 미생물, 건강식품연구, 제약·바이오R&D, 의료기기연구, 의약외품연구","시스템 엔지니어, 하드웨어 개발자, QA","석사이상, 연구"
2846,[컴투스][컴투스프로야구 시리즈] QA 담당자 (계약직),㈜컴투스,"학력무관, 해외출장, 병역필면제자, 모바일","문서작성, 분석, 모바일",[컴투스프로야구 시리즈] QA 담당자 (계약직),"게임리뷰/분석, 버그 리포트/개선의견 작성, 업데이트 및 밸런싱 테스트",,"학력무관, 해외출장, 병역필면제자, 모바일, 문서작성, 분석"
2847,[도매꾹] 오픈마켓 웹/앱서비스 운영담당자 채용,㈜지앤지커머스,"경력 1년 이상, 커뮤니케이션, 웹, Confluence","커뮤니케이션, 문서작성, 컴퓨터활용능력, 웹, API, 웹서비스, Figma, 통계분석, 리서치, 엑셀",오픈마켓 웹/앱서비스 운영 담당자,"B2B, 웹서비스 운영, 테스터, 전자상거래, 사이트 관리, 오픈마켓, 서비스기획, 검증","하드웨어 개발자, QA","경력 1년 이상, 커뮤니케이션, 웹, Confluence, 문서작성, 컴퓨터활용능력, API, 웹서비스, Figma, 통계분석, 리서치, 엑셀"
2848,주식회사 엘도라도 신입/경력 채용 공고,(재)경기도일자리재단,"초대졸이상, 운전가능자","문서작성, 차량소지자, Word",엔지니어,"전산입력, 행정, 자료조사, 유지보수, 재단법인, 테스터, 납품, 재고관리, 인쇄·출력, 문서작성, 서무, 문서관리, 설치, 제본, 코팅, 검증, 기술지원, 기계조작","하드웨어 개발자, QA","초대졸이상, 운전가능자, 문서작성, 차량소지자, Word"
2849,"[포켓몬코리아]2026년 각부문별 경력직 채용(상품제작, 마케팅, 이벤트, 온라인 MD, 카드게임, 브랜드관리)",㈜포켓몬코리아,,"영어, 제조, 네트워크, IP",상품개발부 상품제작,"캐릭터, 경영기획, 문화기획, 사업기획, 재무기획, 데이터분석, 브랜드기획, 신사업기획, 연구기획, 전략기획, 사이트관리, 사이트관리, 라이센싱, 브랜딩, 시장분석, 언론홍보, 기업홍보, 이벤트기획, 언론홍보, 옥외광고, 프로모션, BTL, 기업홍보, 오프라인마케팅, 이벤트기획, 리테일MD, 상품기획, VMD, AMD, 검증, 2D디자인, 디지털디자인, 모션그래픽, 아바타디자인, 애니메이션, 원화디자인, CG, CI, POP, Sign디자인, 삽화·일러스트, 2D디자인, 문구디자인, 악세사리디자인, 잡화디자인, 패키지디자인, 팬시디자인, 디지털디자인, 정보디자인, 브랜드디자인, 디지털디자인, 정보디자인, 패키지디자인, Sign디자인, 브랜드디자인, 삽화·일러스트, 기타외국어, 바이어개발, 수출입계약, 영어, 일본어, 중국어, 해외마케팅, 거래처관리, 납품영업, 가맹영업, 거래선개발관리, 거래처관리, 게시판관리, 고객지원, 접수·예약, 단순안내, 민원상담, 배송상담, 온라인상담, 원격상담, 이메일상담, 전화상담, 채팅상담, 고객경험관리, A·S상담, 이벤트, 생산관리, 품질보증, 검증, 품질보증, 환경관리, HACCP, ISO, 그라인딩, 도금, 제본, 코팅, 인쇄·출력, 출판기획, 인쇄·출력, 삽화·일러스트","데이터 사이언티스트, 하드웨어 개발자, QA","영어, 제조, 네트워크, IP"
2856,한국도로시험연구원 신입/경력 채용 공고,(재)경기도일자리재단,"초대졸이상, 운전가능자",운전가능자,품질관리,"재단법인, 검증, 테스터, 재고관리, 창고관리, 품질테스트, 품질보증, 검증, 품질보증, 인쇄·출력","하드웨어 개발자, QA","초대졸이상, 운전가능자"
2857,주식회사 씨엠씨엘 신입/경력 채용 공고,(재)경기도일자리재단,초대졸이상,,영업직,"고객관리, 거래처관리, 품질보증, 영업기획, 재단법인, 검증, 영업전략, 가맹점관리, 거래선개발관리, 매출관리, 전자제품의 신뢰성 시험, 대리점관리, 데이터분석, 신뢰성시험원, 검증, 환경관리","데이터 사이언티스트, 하드웨어 개발자, QA",초대졸이상
2859,[컴투스] 2026 모바일 QA 담당자 (계약직),㈜컴투스,"학력무관, 문서작성, 해외출장, 병역필면제자, 분석","C, C++",QA (계약직),,,"학력무관, 문서작성, 해외출장, 병역필면제자, 분석, C, C++"
2860,[컴투스][일본야구 프로젝트] QA 담당자 (계약직),㈜컴투스,"학력무관, 해외출장, 병역필면제자, 모바일","일본어, 문서작성, 분석, 모바일",[일본야구 프로젝트] QA 담당자 (계약직),"버그 리포트/개선의견 작성, 게임리뷰/분석, 테스터",QA,"학력무관, 해외출장, 병역필면제자, 모바일, 일본어, 문서작성, 분석"
2865,[eMoldino] Hardware QA Intern,㈜이몰디노,"하드웨어, 분석, 로그, 소프트웨어","영어, 전자공학, 컴퓨터공학, 정보통신공학, Arduino, 임베디드, 하드웨어, OS, Linux OS",H/W QA Intern,"솔루션, SCM, 소프트웨어개발",,"하드웨어, 분석, 로그, 소프트웨어, 영어, 전자공학, 컴퓨터공학, 정보통신공학, Arduino, 임베디드, OS, Linux OS"
2866,[오산] SW 테스트 엔지니어 (QA) 신입 및 경력 채용,㈜인피닉,"경력 3년 이하, 컴퓨터, Excel","운전가능자, SW",SW 검증,"테스터, IT컨설팅, 검증","하드웨어 개발자, QA","경력 3년 이하, 컴퓨터, Excel, 운전가능자, SW"
2867,[라인게임즈 자회사] 게임 QA 계약직 채용,굿터치㈜,"커뮤니케이션, PC","모바일, 소프트웨어",포지션,"테스터, 검증","하드웨어 개발자, QA","커뮤니케이션, PC, 모바일, 소프트웨어"
2868,상품 기획 MD 신입 및 경력직 채용,㈜코비마운틴,,운전가능자,상품 기획 MD,"TV홈쇼핑, 유통, 홈쇼핑, MD, 시장분석, 시장조사, 데이터분석, 브랜드기획, 전략기획, 리테일MD, 상품기획, 상품입출고, VMD, AMD, 검증, 테스터","데이터 사이언티스트, 하드웨어 개발자, QA",운전가능자
2869,[일진그룹] 초음파 진단기 하드웨어 품질(HQA) 사원급,알피니언메디칼시스템㈜,"초대졸이상, 경력 3년 이하, 전자, 전기, 의공학","경력 1년 이상, 의료기기, HW, 분석",프로세스혁신팀,"테스터, 품질보증, 품질테스트, 검증","하드웨어 개발자, QA","초대졸이상, 경력 3년 이하, 전자, 전기, 의공학, 경력 1년 이상, 의료기기, HW, 분석"
2870,[퀄맥스] 핀품질팀(제품분석) 팀원 모집,퀄맥스㈜,"대졸이상, 경력 5년 이하","영어, 커뮤니케이션, 문서작성, 인근거주자, 장기근무, 엑셀, PPT",핀품질팀,"반도체장비, 반도체생산",,"대졸이상, 경력 5년 이하, 영어, 커뮤니케이션, 문서작성, 인근거주자, 장기근무, 엑셀, PPT"
2871,[대기업협력사] QA 자동차 H/W 테스트엔지니어 모집(초 대졸 이상 신입:비,큐원메이트㈜(Qonemate,초대졸이상,"컴퓨터활용능력, 운전가능자, 인근거주자, 전기, 전자공학, 통신공학, 공학계열",자동차부품 하드웨어 평가인원 모집,"전기제어, 테스터, 품질테스트, 검증, HW","하드웨어 개발자, QA","초대졸이상, 컴퓨터활용능력, 운전가능자, 인근거주자, 전기, 전자공학, 통신공학, 공학계열"
2874,[가산] SW 테스트 엔지니어 (QA) 신입 및 경력 채용 (운전가능자),㈜인피닉,운전가능자,정보처리기사,SW 검증,"IT컨설팅, 검증, 테스터","하드웨어 개발자, QA","운전가능자, 정보처리기사"
2875,[Thundersoft Korea] 통신 Protocol 테스트 및 분석 신입 엔지니어 채용,㈜썬더소프트코리아,"경력 2년 이하, 모바일, 통신, LTE, 네트워크, 분석","통신, RF",System SW 신입/경력 모집 ( BSP Linux ),"솔루션, 테스터, Modem, 통신설비, TCP, 무선통신, QA, Protocol, 무선통신, 이동통신, 검증, 소프트웨어개발, 5G","하드웨어 개발자, QA","경력 2년 이하, 모바일, 통신, LTE, 네트워크, 분석, RF"
2876,[품질] H/W S/W QC 신입/경력 사원 채용,㈜그린시스템,학력무관,"컴퓨터활용능력, 운전가능자, 차량소지자, 해외근무, 인근거주자, 전기, 전자공학, 컴퓨터, 시스템공학, 공학계열, 정보처리기사",소프트웨어 QA/QC 엔지니어,"솔루션, 테스터, 검증, 소프트웨어개발","하드웨어 개발자, QA","학력무관, 컴퓨터활용능력, 운전가능자, 차량소지자, 해외근무, 인근거주자, 전기, 전자공학, 컴퓨터, 시스템공학, 공학계열, 정보처리기사"
2878,[수원]SW 테스트 엔지니어(QA) 신입 및 경력 채용,㈜인피닉,"경력 4년 이하, Python, 컴퓨터, Excel, C","영어, 컴퓨터공학, 분석",SW 검증,"테스터, Python, 테스트 엔지니어, C, IT컨설팅, 품질테스트, 검증","하드웨어 개발자, QA","경력 4년 이하, Python, 컴퓨터, Excel, C, 영어, 컴퓨터공학, 분석"
2881,연구/품질관리 채용,메인텍㈜,대졸이상,AI,연구/품질관리 정규채용,의료기기,,"대졸이상, AI"
2882,[코스닥 상장사] SQA 테스트 담당자 모집 (신입),㈜파이오링크,"대졸이상, 경력 1년 이하, 네트워크, 클라우드, Kubernetes, MS Office, Word, PowerPoint, Excel","CCNA, 클라우드, Kubernetes",[코스닥상장사] SQA실 테스터 신입 모집,"네트워크보안, 테스터, SQA, 검증","하드웨어 개발자, QA","대졸이상, 경력 1년 이하, 네트워크, 클라우드, Kubernetes, MS Office, Word, PowerPoint, Excel, CCNA"
2883,해외 지도 변환 및 검수,㈜시터스,학력무관,"컴퓨터활용능력, 엑셀",해외 지도 변환 및 검수,"안드로이드, 아이폰, 스마트폰, 모바일App, 지도변환, 텔레매틱스, 검증","하드웨어 개발자, QA","학력무관, 컴퓨터활용능력, 엑셀"
2884,[수원] SW/HW 테스트 엔지니어 (QA) 채용,㈜인피닉,경력 6년 이하,"운전가능자, 정보처리기사, Word",SW 검증,"C, Python, 테스트 엔지니어, IT컨설팅, 검증, 테스터, 품질테스트","하드웨어 개발자, QA","경력 6년 이하, 운전가능자, 정보처리기사, Word"
2887,QA/테스터 신입 및 경력 정규직 사원 모집,㈜엠씨테크,"학력무관, 경력 3년 이하",SW,내비게이션 SW 테스트,"텔레매틱스, 검증","하드웨어 개발자, QA","학력무관, 경력 3년 이하, SW"
2889,"연구소에서근무할 직원을 모집합니다(도료개발, 칼라조색)",㈜신성화인켐,대졸이상,"문서작성, 운전가능자, 차량소지자, 인근거주자, 화학공학, 산업디자인",도료개발,"검증, 제품연구개발, 도료","하드웨어 개발자, QA","대졸이상, 문서작성, 운전가능자, 차량소지자, 인근거주자, 화학공학, 산업디자인"
2890,전장 QA-QC 산업기능요원-현역 전직자 모집,한양시스템㈜,고졸이상,"전기, 전자",전장 QA-QC 산업기능요원-현역 전직자 모집,"전장, 전기제어, 품질보증, 테스터, 검증, PLC, 제어","하드웨어 개발자, QA","고졸이상, 전기, 전자"
2891,[통신장비(4G/5G) Software 검증 엔지니어 채용],㈜예스씨앤씨,학력무관,,포지션,"솔루션, 테스터, SI, 검증, 소프트웨어개발","하드웨어 개발자, QA",학력무관
2892,[평촌] SW테스트엔지니어(QA) 모집,㈜큐드,"SW, 자동차","경력 1년 이상, 해외출장, 출장가능자, 자동차, Embedded, CAN",차량 제품 SW 검증,"테스터, 검증, 소프트웨어개발","하드웨어 개발자, QA","SW, 자동차, 경력 1년 이상, 해외출장, 출장가능자, Embedded, CAN"
2893,[킹콩소프트]중화권 로컬PM 모집,㈜킹콩소프트,학력무관,"중국어, 모바일",중화권 로컬PM,"중국어, 게임운영, 테스터, 모바일게임, 퍼블리싱",QA,"학력무관, 중국어, 모바일"
2894,POS/KIOSK/PC 유지보수 및 설치 업무,㈜피오에스메카,학력무관,"컴퓨터활용능력, 운전가능자, 인근거주자, 장기근무, 즉시출근, 지방근무, 교대근무, 보훈대상자, 국가유공자, 고용촉진지원금 대상자",POS/KIOSK/PC 유지보수 및 설치 업무,"PC, 전기, A·S수리, 기술지원, 유지보수, 외근업무, 통신, 하드웨어, 설치, 고객지원, 설치, 컴퓨터, AS, 유지보수, 네트워크, 기술지원, 유지보수, 전자",,"학력무관, 컴퓨터활용능력, 운전가능자, 인근거주자, 장기근무, 즉시출근, 지방근무, 교대근무, 보훈대상자, 국가유공자, 고용촉진지원금 대상자"
9001,[안랩] 2026년 6월 신입/경력 채용,㈜안랩,대졸이상,,영업,"네트워크보안, 방화벽, 보안소프트웨어, 보안컨설팅, 정보보안, 경영기획, 사업기획, 데이터분석, 전략기획, PM, 4대보험, 결산, 관리회계, 법인결산, 재무회계, 회계감사, 결산, 입출금관리, 재무기획, 재무회계, 자금관리, 재무분석, 서버관리, 클라이언트, HTTP, SI개발, GUI, 반응형웹, 인터페이스, 네트워크관리, 서버구축, 시스템분석, 시스템설계, 시스템운영, 서버관리, 네트워크관리, 서버구축, 시스템운영, 데이터레이크, 데이터분석, 데이터시각화, 분석모델링, 네트워크관리, 방화벽, 보안관제, 정보보안, 시스템분석, 시스템설계, 정보보안, 인공지능, 네트워크관리, 국내영업, 기술영업, 기술지원, 네트워크영업, 솔루션영업, 시스템영업, 거래선개발관리, 거래처관리, 고객관리, 매출관리, 영업기획, 데이터분석, 영업전략, 정보통신·IT","백엔드 개발자, 프론트엔드 개발자, 앱 개발자, 시스템 엔지니어, 네트워크 엔지니어, 데이터 엔지니어, 데이터 사이언티스트, 보안 엔지니어, 소프트웨어 개발자, 게임 개발자, 하드웨어 개발자, AI/ML 엔지니어, 클라우드 엔지니어, 웹 퍼블리셔",대졸이상
