job_id,company,position,requirements,preferred
291584,데이블(Dable),[야놀자 계열사]Jr. ML Engineer(전문연구요원),"• 컴퓨터 공학, 수학, 통계학, 산업공학 등 머신러닝 유관 분야 석사 이상의 학위 소지자
• 유관 분야 학사 이상의 학위 소지자이면서, 관련 분야에 논문을 발표한 경험이 있으신 분
• 기초 통계, 전통적인 머신러닝, 딥러닝 이론들에 대해 탄탄한 지식을 보유하신 분
• Python에 능숙하시고, Pytorch 또는 Tensorflow 중 하나 이상에 능숙하신 분

• 현재는 전문연구요원 편입을 원하시는 분을 우선하여 채용하고 있습니다. 지원에 참고해 주시면 감사하겠습니다.","• 머신러닝 유관 분야 박사 학위 소지자
• WSDM, KDD, RecSys, ICDM 등 추천 시스템 분야 Top-tier conference 또는 저널 발표 실적을 보유하신 분
• 실제 환경에서 모델 성능 개선을 통해 경영 지표를 개선해 본 경험이 있으신 분
• AWS, Spark, Ray, FastAPI, Kubernetes 등 엔지니어링 관련 기술 스택을 보유하신 분"
362472,칸코드,[AX연구팀] 영상분석 플랫폼 AI 엔지니어,"• 경력 무관 (신입 지원 가능)
 • 대학졸업(4년)이상, 졸업 예정자 지원가능
 • Python 기반 개발이 가능하신 분
 • 머신러닝/딥러닝 기본 개념을 이해하신 분
 • PyTorch 등 프레임워크 사용 경험이 있으신 분
 • API 기반 시스템 또는 서비스 개발 경험이 있으신 분
 • Git 기반 협업이 가능하신 분
 • 문제 해결과 실험을 즐기고 빠르게 개선해나가는 분","• 관련 학과 석사, 박사 학위 소지
 • 영상 분석 또는 컴퓨터비전 모델 경험 (YOLO, OpenCV 등)
 • 모델 서빙 경험 (FastAPI, Triton, TorchServe 등)
 • 실시간 처리 또는 스트리밍 데이터 경험
 • AI 모델을 실제 서비스에 적용해본 경험
 • Docker 기반 환경 또는 GPU 서버 운영 경험
 • Vector DB 또는 멀티모달 모델(VLM/CLIP 등) 경험"
361756,더블미디어,클라우드 엔지니어 (신입~20년 이하/부산),"·  인프라/플랫폼 엔지니어링 20년 이하 경험 (신입가능)
·  온프레미스 클라우드 전환 또는 하이브리드 운영 경험
·  대용량 트래픽 환경에서 인프라 설계/운영 경험
·  Kubernetes/Docker 기반 서비스 운영 경험
·  CI/CD 구축 및 배포 자동화 경험","·  대규모 트래픽 또는 실시간 서비스 인프라 운영 경험이 있으신 분
·  멀티 리전 또는 고가용성(HA) 아키텍처 설계/운영 경험이 있으신 분
·  Observability(Prometheus, Grafana, ELK 등) 구축 및 고도화 경험이 있으신 분
·  IaC(Terraform 등)를 활용한 인프라 표준화 및 자동화 경험이 있으신 분"
361789,더블미디어,프론트엔드 엔지니어 (신입~3년 이하/부산),"·  프론트엔드 개발 3년 이하 경험 또는 프로젝트 경험
·  React, TypeScript 기반 웹 개발 경험 (필수)
·  컴포넌트 기반 UI 설계 및 구현 경험
·  실시간 UI/상태 변화에 대한 이해 또는 구현 경험","·  React, TypeScript 기반 프로젝트를 실제로 개발 및 배포해본 경험이 있으신 분
·  WebSocket 등 실시간 데이터 기반 UI를 구현해본 경험이 있으신 분
·  상태 관리 라이브러리를 활용하여 복잡한 UI를 구성해본 경험이 있으신 분"
355355,퓨쳐스콜레,[인턴] Product Engineer,"다음 중 일부 경험 또는 역량을 보유한 분을 찾습니다.
• FE(React, TypeScript 등) 또는 BE(Java/Spring, Node.js 등) 중 하나 이상의 개발 경험
• 반대 영역(FEBE)에 대한 학습 의지와 기초 이해
• 컴퓨터공학 관련 전공 또는 이에 준하는 개발 학습 경험
• Git을 활용한 협업 경험 또는 이해
• 문제를 정의하고 스스로 학습하여 해결하려는 태도","• Fullstack 프로젝트 경험 (FE + BE를 모두 다룬 경험)
• RESTful API 설계 및 구현 경험
• RDBMS(MySQL/MariaDB 등) 사용 경험
• AI 코딩 도구(Claude, Cursor, Copilot 등) 활용 경험
• B2B SaaS 또는 에듀테크/커머스 도메인에 대한 관심
• AWS 또는 Docker에 대한 기본 지식

[우리 팀은 이런 분과 함께하고 싶습니다]
• ""이 기능이 고객에게 어떤 가치를 주는가""를 고민하며, 제품 전체를 이해하려는 사람
• FE/BE 영역 구분 없이 필요한 것을 직접 만들어보겠다는 빌더 마인드를 가진 사람
• AI 도구를 적극 활용하여 빠르게 실험하고 검증하는 개발 방식에 공감하는 사람
• 스쿼드 동료들과 솔직하게 소통하며, 함께 문제를 해결하는 협업을 즐기는 사람"
362313,쏘카(SOCAR),Product Engineer,"[백엔드·프론트엔드 어느 한 축은 프로덕션 수준으로 단단한 분]
• 좋은 설계와 나쁜 설계를 자기 기준으로 판단할 수 있는 분 
[기능 정의 단계부터 함께 고민해본 경험이 있는 분]
• 요구사항을 받아서 구현하는 사람이 아니라, ‘무엇을 왜 만들어야 하는가’를 PM.디자이너와 함께 결정해본 분
[AI 에이전트를 업무에 깊이 통합해본 분]
• 단순히 'AI를 써봤다' 수준이 아니라, Agentic Coding Agent(Claude Code, Cursor 등)의 작동 방식·강점·한계를 체득하고 자기 워크플로우의 일부로 만든 분, 
• AI 없이일하던 방식으로 돌아가는 것이 부자연스럽게 느껴지는 분 
[자기 일을 결과로 설명할 수 있는 분]
• ""구현했습니다""가 아니라 ""이 문제를 해결했고 어떤 결과를 만들었습니다""로 자기 일을 말할 수 있는 분

*경력 무관","• 제품 개발 경험 3년 이상
• 모빌리티·오프라인·결제·실시간 트랜잭션 등 복잡한 도메인에서 서비스를 개발해본 경험
• 기존 방식을 의심하고 새로 시도해본 경험. 
  - 팀이 일하는 방식, 시스템이 작동하는 방식, 시장이 굴러가는 방식을 다르게 제안하고 실제로 바꿔본 분
• AI Native 조직 만들기에 동참하고 싶은 분. 
  - SOCAR를 ""AI 없이는 작동하지 않는 회사""로 함께 바꿔가는 여정에 흥미를 느끼는 분
• 스타트업 또는 사내 스타트업 환경에서 0 ＞ 1 제품 출시 경험"
362335,쏘카(SOCAR),[에이펙스 모빌리티] Product Engineer,"• 백엔드·프론트엔드 어느 한 축은 프로덕션 수준으로 단단한 분 
• 좋은 설계와 나쁜 설계를 자기 기준으로 판단할 수 있는 분 
• 기능 정의 단계부터 함께 고민해본 경험이 있는 분
 - 요구사항을 받아서 구현하는 사람이 아니라, ‘무엇을 왜 만들어야 하는가’를 PM.디자이너와 함께 결정해본 분
• AI 에이전트를 업무에 깊이 통합해본 분
 - 단순히 'AI를 써봤다' 수준이 아니라, Agentic Coding Agent(Claude Code, Cursor 등)의 작동 방식·강점·한계를 체득하고 자기 워크플로우의 일부로 만든 분, 
 - AI 없이일하던 방식으로 돌아가는 것이 부자연스럽게 느껴지는 분 
• 자기 일을 결과로 설명할 수 있는 분
 - ""구현했습니다""가 아니라 ""이 문제를 해결했고 어떤 결과를 만들었습니다""로 자기 일을 말할 수 있는 분

*경력 무관","• 제품 개발 경험 3년 이상
• 모빌리티·로보틱스·AI/ML인프라 등 복잡한 도메인에서 서비스를 개발해본 경험
• 대규모 실시간 데이터 파이프라인 구축·운영 경험(스트리밍, 시계열, 센서/IoT데이터 등)
• 기존 방식을 의심하고 새로 시도해본 경험. 
 - 팀이 일하는 방식, 시스템이 작동하는 방식, 시장이 굴러가는 방식을 다르게 제안하고 실제로 바꿔본 분
• 에이펙스 모빌리티를 ""AI 없이는 작동하지 않는 자율주행 회사""로 함께 만들어가는 여정에 흥미를 느끼는 분
• 스타트업 또는 사내 스타트업 환경에서 0 ＞ 1 제품 출시 경험"
362261,아마존(Amazon),Associate Solutions Architect,"• Bachelor's degree or above in Computer Science, Computer Engineering, or related fields
• Expected to graduate by August 2026, or graduated within the past 24 months
• Experience with two or more of the following: networking fundamentals, security, storage or databases (relational or NoSQL), operating systems (Unix, Linux, and/or Windows)
• Experience with one of the following programming languages: Java, Python, Ruby, Node.js, C#, C++, or other modern computing languages","• Experience implementing a cloud-based technology solution in a school project or while working for a company
• Experience with one or more of the following domains: Big Data, Analytics, Security, DevOps, Application Development, or Machine Learning
• Awareness of AWS or cloud computing"
362118,딥그로브,[인턴] AI 엔지니어,"• 복잡한 문제를 구조적으로 분해하고 시스템으로 설계할 수 있는 분
• 자기 주도적으로 리서치하고 결론을 도출한 경험이 있는 분","• LLM, 프롬프트 엔지니어링, AI 에이전트 등에 대한 이해 또는 경험
• 게임, 애니, 웹툰, 웹소설, 드라마, 영화 등 콘텐츠의 '재미'에 대한 관심과 감각
• 기술을 빠르게 이해하고 이를 기반으로 재미있는 것을 만드는 걸 좋아하시는 분"
362098,투모로로보틱스,Robotics Engineer,"• 로봇공학, 메카트로닉스, 기계/전기/전자/컴퓨터공학 관련 전공 또는 이에 준하는 실무 경험
• ROS2 기반 로봇 시스템 개발 경험
• Python 또는 C++ 기반 로봇 소프트웨어 개발 경험
• Linux 기반 개발 환경 활용 능력
• 실제 로봇 플랫폼 Bringup 및 Debugging 경험
• Motion Planning 및 Manipulation에 대한 기본 이해
• 센서·카메라·그리퍼·액추에이터 등 로봇 HW에 대한 이해
• 논리적 문제 해결 능력 및 빠른 실험·검증 역량","• MoveIt2, Isaac, ROS2 등 로봇 실행계 및 Middleware 기반 개발 경험
• UR/TM/RB 계열 Manipulator, Vision Sensor, Embedded GPU(Jetson) 기반 로봇 시스템 운용 경험
• 3D 프린팅/기구 설계 기반 실기 개발 경험
• 로봇공학, 메카트로닉스, 기계/전기/전자/컴퓨터공학 관련 석사 이상 전공
• 로봇 실기 데모 및 현장 테스트 경험
• 로봇 컨퍼런스 (ICRA/IROS) 논문 게재 경험
• 스타트업 환경에서 빠른 프로토타이핑 경험
• 로봇 경진대회, 연구 프로젝트 또는 실무 기반 개발 경험"
362087,슈퍼센트,데이터 애널리틱스 엔지니어 (3년 이하),"• 신입 또는 유관 업무 경력 3년 이하이신 분
• SQL로 데이터를 모델링한 경험이 있으신 분
• 데이터 모델, ETL, 데이터 마트를 직접 설계하고 운영해 보신 분
• 일회성 분석에 머무르지 않고, 반복해서 쓸 수 있는 자산으로 만들고자 하는 분
• 분석가·PM·엔지니어와 함께 일하며 모두에게 쓸모 있는 데이터 구조를 고민해 보신 분

🛠️ 이런 기술이 필요해요
• Python, SQL
• GCP 기반 인프라 환경에서의 작업 경험
• BI 도구를 활용한 대시보드 구축 경험 (Looker, Tableau, Metabase 등)","• dbt를 활용한 데이터 모델링 경험이 있으신 분
• 조직 내 핵심 지표를 직접 정의하고 정리해 보신 분
• Airflow로 워크플로우 자동화를 다뤄 보신 분
• 모바일 게임 또는 광고 기반 앱 도메인 경험이 있으신 분"
362169,글라우드,Product Engineer 전문연구요원,"•      최종 학력 석사 이상
•	오픈 마인드로 원활한 커뮤니케이션이 가능하신 분
•      창의적인 의견을 내면서, 피드백을 수용할 수 있는 분","•   수학을 전공하신분
•   3D 그래픽/AI에 대한 기초지식이 탄탄하신 분
•   알고리즘이나 수학적 사고력이 탄탄하신 분
•   영어 능통자
•   (SSAFY 교육생, 수료생 대상) 일타싸피, SSAFY RACE 등에 입상하거나 몰입하신 분"
362043,아이티무유,풀스택 개발자,"• 경력 무관 (신입 지원 가능)
• 대학교졸업(4년)이상",
322655,바이오리서치에이아이,데이터엔지니어(신입/주니어),"• 데이터 엔지니어링 직무 경험이나 컴퓨터공학 관련 학사 혹은 그에 준하는 실력이 있으신 분이면 좋아요.
• 파이썬으로 웹 스크래핑을 해보신 분이면 좋아요.
• 데이터 엔지니어링 관련 팀 프로젝트를 해보신 분이면 좋아요.
• 다양한 기술을 사용하여 개발을 진행보신 분이면 좋아요.","• 데이터 엔지니어링 직무 경험이나 컴퓨터공학 관련 학사 혹은 그에 준하는 실력이 있으신 분이면 좋아요.
• 파이썬으로 웹 스크래핑을 해보신 분이면 좋아요.
• 데이터 엔지니어링 관련 팀 프로젝트를 해보신 분이면 좋아요.
• 다양한 기술을 사용하여 개발을 진행보신 분이면 좋아요."
334858,메디인테크,[전문연구요원 가능] 소프트웨어 개발자 (C++ ) (신입),"• 자료구조, 알고리즘, OS, 데이터베이스 등 전산 기초 지식 보유
• Linux 환경 C/C++ 11/14/17 프로그래밍 경험
• 객체 지향 프로그래밍(OOP)에 대한 이해
• 원활한 커뮤니케이션 능력 및 팀 협업 경험
• 해외여행에 결격사유가 없는자","• 로봇 제어 기반 소프트웨어 개발 경험
• Python 개발 경험
• Git, Notion, Slack 등 협업 도구 활용 경험
• SW 아키텍처 설계 경험
• 임베디드 보드(Raspberry Pi등) 소프트웨어 개발 경험
• SPI, I2C, CAN, UART 등 하드웨어 인터페이스 및 통신 프로토콜에 대한 이해
• 멀티스레딩, IPC를 활용한 SW개발 경험
• CUDA 기반 소프트웨어 개발 경험
• Qt 프레임워크 기반 GUI 개발 경험"
334857,메디인테크,[전문연구요원 가능] 전동식 내시경 및 의료 로봇 매니퓰레이터 제어 (신입),"• 로봇/제어/기계/전기전자 관련 전공 석사 이상.
• 선형, 비선형 제어 시스템에 대한 이해
• Robot Engineering / Kinematics / Dynamics 에 대한 전반적인 이해
• 모터 및 로봇 하드웨어의 Low-level 제어 경험
• Linux 기반 C/C++, Python Programming 경험
• 해외여행에 결격사유가 없는자","• 의료로봇 및 협동로봇 제어 경험
• 마스터-슬레이브 시스템 개발 경험"
334853,메디인테크,[전문연구요원 가능] 영상처리 개발자 (신입),"• Linux 기반 C/C++, Python Programming 경험
• 자료구조,알고리즘,OS,데이터베이스 등 전산 기초 지식 보유
• 객체 지향 프로그래밍(OOP)에 대한 이해
• 원활한 커뮤니케이션 능력 및 팀 협업 경험
• 해외여행에 결격사유가 없는 자","• OpenCV등 활용한 실시간 영상처리 알고리즘 개발 경험
• 영상처리 또는 컴퓨터비전 석사/박사 학위
• 관련 분야 주요 학회(ICCV.CVPR.ECCV등)발표 및 주요 학술지 논문(IJCV,FTCGV등)게재 경험
• 최신 영상처리 관련 논문을 이해하고 구현할 수 있는 역량
• 영상 품질 평가 지표(PSNR,SSIM 등)에 대한 이해 및 정량적 품질 분석 경험"
361721,라피치,시나리오 설계 및 기획 4년 이하,"• LLM 프롬프팅, RAG 구축 업무 경험자
• LLM 기반 프롬프트 설계 및 대화 시나리오 저작 경험자
• 시나리오/학습 빌더 등 툴을 이용한 대화형 시나리오 개발
• 인텐트(Intent), 엔티티(Entity) 설계, 제작 및 검증 등 관리 경험자","• 해당 직무 근무 경험자
• 챗봇 및 콜봇(음성봇) 구축 경험자
• 인텐트 기반 시나리오 또는 LLM 워크플로우 저작 툴 사용 경험자
• 생성형 AI(LLM) 활용 경험 또는 프롬프트 작성·개선 경험자"
361687,카카오모빌리티(kakaomobility),자율주행 E/E 엔지니어 (R&D),"• 차량 E/E 아키텍처(Electrical/Electronic Architecture)에 대한 전반적인 이해 및 설계 참여 경험이 있으신 분
• 자율주행 센서 및 컴퓨팅 모듈 구동을 위한 전원 분배 네트워크(Power Distribution Network) 설계 및 와이어링 하네스(Wiring Harness) 설계 구성 역량이 있으신 분
• 전장 시스템 레벨의 요구사항(Requirements)을 분석하고, 이를 바탕으로 시스템 및 하드웨어 사양서(Specification)를 도출 가능하신 분
• Autocad등 Harness 설계도 작성 툴 사용 가능하신 분","• ISO 26262 ASIL-D 등급 하드웨어 확보 과정 및 ASPICE 시스템 개발 프레임워크 기반 양산 프로세스 직접 참여 경험이 있으신 분
• 자율주행 인지 알고리즘 및 ADAS 시스템 구조에 대한 전반적 이해, 3D LiDAR, Radar, 고해상도 Camera 하드웨어 연동 및 동기화 설계 경험이 있으신 분
• 글로벌 완성차 또는 Tier 1 업체의 개발 프로세스를 경험하신 분"
361686,쓰리빌리언(3Billion),AI Engineer (신약개발),"• AI/ML, 컴퓨터공학, 화학정보학, 생명정보학, 물리, 화학, 생명과학 등 관련 분야 석박사 
• PyTorch를 능숙하게 다루고, 딥러닝 모델 직접 구현 및 연구개발 경험
• 대규모 도메인 데이터 전처리/분석 경험","• AI 신약개발 연구개발 경험
• GNN, Diffusion 모델 등 생성형 모델 관련 프로젝트 혹은 연구 경험
• 생물학/화학/유전학 등 신약개발 유관 분야 AI 연구개발 경험
• 다양한 분야 전문가와 협업을 통한 AI 모델 개발  경험"
361660,오픈에이아이(OpenAI),Developer Experience Engineer,"• Strong full-stack engineering background, with experience building with AI and LLMs.
• Proven track record of engaging with developers to help them find success with API-based products, and building developer communities.
• Deep user empathy and an understanding of what's required for a product experience to be great.
• A history of creating documentation, how-to content, and code that help developers find success with technical products.
• An ability to write high-quality code, documentation, and how-to content that help developers find success with technical products.
• Ownership of problems end-to-end, and willingness to pick up whatever knowledge is missing to get the job done.
• Ability to move fast in an environment where things are sometimes loosely defined and may have competing priorities or deadlines.","• Creativity and passion for exploring new ways to connect with and empower developers.
• Pride in crafting delightful developer tools and high-quality demos and sample projects.
• Team player with a collaborative mindset, able to work effectively across different teams and disciplines.
• Experience with or a strong interest in AI ethics and safety, aligning with OpenAI's commitment to responsible AI development."
361657,코어시큐리티,[병역특례/전문연구요원] AI 에이전트 개발자,"• 컴퓨터공학 또는 관련 전공 석사 이상
• Python 능숙자
• LLM API (OpenAI, Anthropic, etc.) 활용 경험
• 병역특례(전문연구요원) 편입 가능자
• Git 기반 협업 경험","• LangChain, LlamaIndex, AutoGen 등 에이전트 프레임워크 경험
• Vector DB (Pinecone, Weaviate, Chroma 등) 활용 경험
• 파인튜닝 또는 모델 학습 경험
• MCP(Model Context Protocol) 이해 및 구현 경험
• 오픈소스 기여 또는 개인 프로젝트 운영 경험
• AI/ML 관련 논문 구현 경험"
336046,빅밸류,Data Scientist(신입/전문연구요원),"• 경력 : 무관
• 공간 데이터, 빅데이터, 인공지능 기술 전반에 대해 관심이 있는 분
• Python, SQL 기반의 데이터 분석 및 전처리 역량을 보유한 분
• 해외 출장에 결격사유가 없는 분
※ 전문연구요원 지원 가능","• 도시공학, 통계학, 산업공학, 데이터사이언스 석사 이상 전공자
• 공공의 이익과 사회적 가치 창출을 위한 데이터·AI 활용에 관심이 있는 분 
• Tensorflow, PyTorch 등 Deep Learning Framework 활용 경험
• 데이터사이언스 및 데이터마이닝, 머신러닝 기반 분석 프로젝트 경험자
• 분석 결과를 비전문가도 이해할 수 있도록 시각화하고 설명할 수 있는 분 

기술스택
• Python, SQL(PostgreSQL), Git, 공간분석 도구 활용 경험 우대"
360876,헤렌,[헤렌] iOS Junior 개발자,"• iOS 개발 경력 0~3년 또는 그에 준하는 문제 해결 역량
• Code Base 기반 UIKit UI 개발 경험
• SwiftUI 기반 화면 설계 및 구현 경험
• MVVM, Clean Architecture 등 아키텍처 패턴 적용 경험
• RxSwift 또는 Combine을 활용한 반응형 프로그래밍 경험
• Swift의 메모리 관리, 동시성(async/await, GCD) 등 언어에 대한 깊은 이해
• 기술적 의사결정의 배경과 트레이드오프를 명확하게 설명할 수 있는 커뮤니케이션 역량
• AI 도구(Claude Code, Cursor 등)를 일상 워크플로우에 활용해본 경험

[주요 기술 스택]
• Swift, UIKit, SwiftUI
• MVVM + Clean Architecture, TCA (The Composable Architecture)
• RxSwift/RxCocoa, Combine
• Alamofire, SnapKit, Kingfisher
• Firebase (Crashlytics, Analytics, FCM, Remote Config)
• Xcode Cloud, SPM, Tuist","- TCA (The Composable Architecture) 실무 적용 경험
- Tuist 기반 멀티 모듈 프로젝트 구축/운영 경험
- UIKit  SwiftUI 혼용 환경에서의 통합 경험
- 디자인 시스템 구축 및 운영 경험
- WebView 브릿지 설계 및 네이티브-웹 연동 경험
- 앱 성능 최적화 경험 (메모리, 렌더링, 네트워크)
- CI/CD 파이프라인 구축 및 배포 자동화 경험
- Firebase Analytics, AppsFlyer 등을 활용한 데이터 추적 및 데이터 기반 의사결정 경험
- 테스트 코드를 통해 코드 품질과 회귀 방지에 기여해본 경험 (단위 테스트 / E2E 테스트)
- AI를 활용해 단순 반복 업무를 자동화하거나 팀 프로세스를 개선해본 경험
- ""AI 시대에 iOS 개발자는 어떻게 달라져야 하는가""에 대해 본인만의 답을 가진 분"
360866,헤렌,[헤렌] Android Junior 개발자,"• Android 개발 경력 0~3년 또는 그에 준하는 문제 해결 역량
• Kotlin 기반 Android 앱 개발 경험
• XML 또는 Jetpack Compose 중 하나 이상으로 화면을 구현해본 경험
• MVVM, MVI, Clean Architecture 등 기본적인 아키텍처 패턴에 대한 이해
• Coroutines / Flow를 활용한 비동기 처리 경험
• Android 라이프사이클, 메모리 관리에 대한 기본적인 이해
• 본인이 작성한 코드의 의도와 동작을 설명할 수 있는 커뮤니케이션 역량
• AI 도구(Claude Code, Cursor 등)를 활용해본 경험 또는 적극적으로 도입할 의지

[주요 기술스택]
• Kotlin, XML, Jetpack Compose
• MVVM + Clean Architecture, MVI
• Coroutines / Flow
• Retrofit / OkHttp, Hilt, Coil / Glide
• Firebase (Crashlytics, Analytics, FCM, Remote Config)
• GitHub Actions, Gradle,
• JUnit 5, MockK, Turbine","- Jetpack Compose 기반 프로덕션 운영 경험
- Hilt / Dagger 등 DI 프레임워크 사용 경험
- Gradle 기반 멀티 모듈 프로젝트 구축/운영 경험
- View 시스템  Jetpack Compose 혼용 환경에서의 통합 경험
- 디자인 시스템 구축 및 운영 경험
- WebView 브릿지 설계 및 네이티브-웹 연동 경험
- 앱 성능 이슈를 직접 분석하고 개선해본 경험
- CI/CD 파이프라인 구축 및 배포 자동화 경험
- 테스트 코드를 통해 코드 품질과 회귀 방지에 기여해본 경험 (단위 테스트 / E2E 테스트)
- Firebase Analytics, AppsFlyer 등을 활용한 데이터 추적 및 데이터 기반 의사결정 경험
- AI를 활용해 단순 반복 업무를 자동화하거나 팀 프로세스를 개선해본 경험
- ""AI 시대에 Android 개발자는 어떻게 달라져야 하는가""에 대해 본인만의 답을 가진 분"
360658,에스디티,[강남/선릉 연구소] 연구기획 매니저,"• 경력 무관
• 이학/공학 석사 이상 또는 졸업예정자
• 이하의 연구분야 관련 전공자
  - 중성원자/이온트랩 양자컴퓨터
  - 양자광학/광학실험","• 중성원자/이온트랩 양자컴퓨터 하드웨어 구축 및 운용 유경험자
• 광학모듈/광집적회로(PIC) 관련 연구개발이력 보유자
• 국책과제 수행 유경험자"
361498,포티투닷(42dot),협업플랫폼 전환 운영 담당자 (6개월 계약직),"• 신입 지원 가능
• 문서 정리 및 글 작성에 부담이 없는 분
• 다양한 사람들과 원활하게 커뮤니케이션할 수 있는 분
• 맡은 업무를 꼼꼼하게 관리하고 follow-up 할 수 있는 분
• 새로운 툴이나 시스템을 배우는 데 거부감이 없는 분","• MS Office, Google Workspace, Slack/Teams 등 협업툴 사용 경험
• FAQ, 가이드 문서, 공지사항 등 작성 경험
• 운영/기획/CS 관련 인턴 또는 프로젝트 경험"
361423,루먼랩,"QA (주니어, 신입~ 2년)","I. 자격요건
• 신입 또는 유관 경력 2년 내외이신 분
• App / Web 서비스의 기본적인 구조와 사용자 흐름을 이해하고 계신 분
• 기획서, 디자인, 정책 문서를 바탕으로 테스트해야 할 내용을 꼼꼼하게 파악할 수 있는 분
• 발견한 이슈를 재현 경로, 발생 환경, 기대 결과와 함께 명확하게 정리할 수 있는 분
• 개발, 기획, 디자인, 운영 등 유관 부서와 원활하게 커뮤니케이션할 수 있는 분
• 빠르게 변화하는 환경에서도 꼼꼼함과 책임감을 가지고 품질 관리 업무를 수행할 수 있는 분

II. 이런 분과 함께 하고 싶어요.
• 사용자의 입장에서 서비스 흐름과 결과물을 세심하게 바라볼 수 있는 분
• 작은 불편함이나 오류도 그냥 넘기지 않고 꼼꼼하게 확인하는 분
• 새로운 기능과 서비스 변화를 빠르게 이해하고 검증 과정에 반영할 수 있는 분
• 팀과 함께 더 나은 제품 품질을 만들어가는 과정에 적극적으로 참여하는 분","• 모바일 앱 또는 웹 서비스 QA 경험이 있으신 분
• Test Case 작성 및 버그 리포트 작성 경험이 있으신 분
• iOS / Android 환경에서 앱 테스트를 진행해본 경험이 있으신 분
• AI 서비스, 콘텐츠 생성 서비스, B2C 서비스에 관심이 있으신 분
• Notion, Slack, Jira 등 협업 툴 사용 경험이 있으신 분"
